cycle,router,eject,eject_sources,arrive,forward
377,"(4,3)",1,172,1,1
381,"(4,3)",1,171,1,1
385,"(4,3)",1,170,1,1
389,"(4,3)",1,169,1,1
397,"(4,3)",1,157,1,1
401,"(4,3)",1,158,1,1
405,"(4,3)",1,159,1,1
409,"(4,3)",1,160,1,1
413,"(4,3)",1,161,1,1
417,"(4,3)",1,162,1,1
421,"(4,3)",1,163,1,1
425,"(4,3)",1,164,1,1
429,"(4,3)",1,165,1,1
433,"(4,3)",1,166,1,1
437,"(4,3)",1,167,1,1
445,"(4,3)",1,155,1,1
449,"(4,3)",1,154,1,1
453,"(4,3)",1,153,1,1
457,"(4,3)",1,152,1,1
461,"(4,3)",1,151,1,1
465,"(4,3)",1,150,1,1
469,"(4,3)",1,149,1,1
473,"(4,3)",1,148,1,1
477,"(4,3)",1,147,1,1
481,"(4,3)",1,146,1,1
485,"(4,3)",1,145,1,1
493,"(4,3)",1,133,1,1
497,"(4,3)",1,134,1,1
501,"(4,3)",1,135,1,1
505,"(4,3)",1,136,1,1
509,"(4,3)",1,137,1,1
513,"(4,3)",1,138,1,1
517,"(4,3)",1,139,1,1
521,"(4,3)",1,140,1,1
525,"(4,3)",1,141,1,1
529,"(4,3)",1,142,1,1
533,"(4,3)",1,143,1,1
541,"(4,3)",1,131,1,1
545,"(4,3)",1,130,1,1
549,"(4,3)",1,129,1,1
553,"(4,3)",1,128,1,1
557,"(4,3)",1,127,1,1
561,"(4,3)",1,126,1,1
565,"(4,3)",1,125,1,1
569,"(4,3)",1,124,1,1
573,"(4,3)",1,123,1,1
577,"(4,3)",1,122,1,1
581,"(4,3)",1,121,1,1
589,"(4,3)",1,109,1,1
593,"(4,3)",1,110,1,1
597,"(4,3)",1,111,1,1
601,"(4,3)",1,112,1,1
605,"(4,3)",1,113,1,1
609,"(4,3)",1,114,1,1
613,"(4,3)",1,115,1,1
617,"(4,3)",1,116,1,1
621,"(4,3)",1,117,1,1
625,"(4,3)",1,118,1,1
629,"(4,3)",1,119,1,1
637,"(4,3)",1,107,1,1
641,"(4,3)",1,106,1,1
645,"(4,3)",1,105,1,1
649,"(4,3)",1,104,1,1
653,"(4,3)",1,103,1,1
657,"(4,3)",1,102,1,1
661,"(4,3)",1,101,1,1
665,"(4,3)",1,100,1,1
669,"(4,3)",1,99,1,1
673,"(4,3)",1,98,1,1
677,"(4,3)",1,97,1,1
685,"(4,3)",1,85,1,1
689,"(4,3)",1,86,1,1
693,"(4,3)",1,87,1,1
697,"(4,3)",1,88,1,1
701,"(4,3)",1,89,1,1
705,"(4,3)",1,90,1,1
709,"(4,3)",1,91,1,1
713,"(4,3)",1,92,1,1
717,"(4,3)",1,93,1,1
721,"(4,3)",1,94,1,1
725,"(4,3)",1,95,1,1
733,"(4,3)",1,83,1,1
737,"(4,3)",1,82,1,1
741,"(4,3)",1,81,1,1
745,"(4,3)",1,80,1,1
749,"(4,3)",1,79,1,1
753,"(4,3)",1,78,1,1
757,"(4,3)",1,77,1,1
761,"(4,3)",1,76,1,1
765,"(4,3)",1,75,1,1
769,"(4,3)",1,74,1,1
773,"(4,3)",1,73,1,1
781,"(4,3)",1,61,1,1
785,"(4,3)",1,62,1,1
789,"(4,3)",1,63,1,1
793,"(4,3)",1,64,1,1
797,"(4,3)",1,65,1,1
801,"(4,3)",1,66,1,1
805,"(4,3)",1,67,1,1
809,"(4,3)",1,68,1,1
813,"(4,3)",1,69,1,1
817,"(4,3)",1,70,1,1
821,"(4,3)",1,71,1,1
829,"(4,3)",1,59,1,1
833,"(4,3)",1,58,1,1
837,"(4,3)",1,57,1,1
841,"(4,3)",1,56,1,1
845,"(4,3)",1,55,1,1
849,"(4,3)",1,54,1,1
853,"(4,3)",1,53,1,1
857,"(4,3)",1,52,1,1
861,"(4,3)",1,51,1,1
865,"(4,3)",1,50,1,1
869,"(4,3)",1,49,1,1
877,"(4,3)",1,37,1,1
881,"(4,3)",1,38,1,1
885,"(4,3)",1,39,1,0
1,"(5,3)",0,—,0,1
5,"(5,3)",1,42,1,1
9,"(5,3)",1,43,1,1
13,"(5,3)",1,44,1,1
17,"(5,3)",1,45,1,1
21,"(5,3)",1,46,1,1
25,"(5,3)",1,47,1,1
33,"(5,3)",1,35,1,1
37,"(5,3)",1,34,1,1
41,"(5,3)",1,33,1,1
45,"(5,3)",1,32,1,1
49,"(5,3)",1,31,1,1
53,"(5,3)",1,30,1,1
57,"(5,3)",1,29,1,1
61,"(5,3)",1,28,1,1
65,"(5,3)",1,27,1,1
69,"(5,3)",1,26,1,1
73,"(5,3)",1,25,1,1
81,"(5,3)",1,13,1,1
85,"(5,3)",1,14,1,1
89,"(5,3)",1,15,1,1
93,"(5,3)",1,16,1,1
97,"(5,3)",1,17,1,1
101,"(5,3)",1,18,1,1
105,"(5,3)",1,19,1,1
109,"(5,3)",1,20,1,1
113,"(5,3)",1,21,1,1
117,"(5,3)",1,22,1,1
121,"(5,3)",1,23,1,1
129,"(5,3)",1,11,1,1
133,"(5,3)",1,10,1,1
137,"(5,3)",1,9,1,1
141,"(5,3)",1,8,1,1
145,"(5,3)",1,7,1,1
149,"(5,3)",1,6,1,1
153,"(5,3)",1,5,1,1
157,"(5,3)",1,4,1,1
161,"(5,3)",1,3,1,1
165,"(5,3)",1,2,1,1
169,"(5,3)",1,1,1,1
173,"(5,3)",1,0,1,1
181,"(5,3)",1,12,1,1
189,"(5,3)",1,24,1,1
197,"(5,3)",1,36,1,1
205,"(5,3)",1,48,1,1
213,"(5,3)",1,60,1,1
221,"(5,3)",1,72,1,1
229,"(5,3)",1,84,1,1
237,"(5,3)",1,96,1,1
245,"(5,3)",1,108,1,1
253,"(5,3)",1,120,1,1
261,"(5,3)",1,132,1,1
269,"(5,3)",1,144,1,1
277,"(5,3)",1,156,1,1
285,"(5,3)",1,168,1,1
293,"(5,3)",1,180,1,1
297,"(5,3)",1,181,1,1
301,"(5,3)",1,182,1,1
305,"(5,3)",1,183,1,1
309,"(5,3)",1,184,1,1
313,"(5,3)",1,185,1,1
317,"(5,3)",1,186,1,1
321,"(5,3)",1,187,1,1
325,"(5,3)",1,188,1,1
329,"(5,3)",1,189,1,1
333,"(5,3)",1,190,1,1
337,"(5,3)",1,191,1,1
345,"(5,3)",1,179,1,1
349,"(5,3)",1,178,1,1
353,"(5,3)",1,177,1,1
357,"(5,3)",1,176,1,1
361,"(5,3)",1,175,1,1
365,"(5,3)",1,174,1,1
369,"(5,3)",1,173,1,1
373,"(5,3)",1,172,1,1
377,"(5,3)",1,171,1,1
381,"(5,3)",1,170,1,1
385,"(5,3)",1,169,1,1
393,"(5,3)",1,157,1,1
397,"(5,3)",1,158,1,1
401,"(5,3)",1,159,1,1
405,"(5,3)",1,160,1,1
409,"(5,3)",1,161,1,1
413,"(5,3)",1,162,1,1
417,"(5,3)",1,163,1,1
421,"(5,3)",1,164,1,1
425,"(5,3)",1,165,1,1
429,"(5,3)",1,166,1,1
433,"(5,3)",1,167,1,1
441,"(5,3)",1,155,1,1
445,"(5,3)",1,154,1,1
449,"(5,3)",1,153,1,1
453,"(5,3)",1,152,1,1
457,"(5,3)",1,151,1,1
461,"(5,3)",1,150,1,1
465,"(5,3)",1,149,1,1
469,"(5,3)",1,148,1,1
473,"(5,3)",1,147,1,1
477,"(5,3)",1,146,1,1
481,"(5,3)",1,145,1,1
489,"(5,3)",1,133,1,1
493,"(5,3)",1,134,1,1
497,"(5,3)",1,135,1,1
501,"(5,3)",1,136,1,1
505,"(5,3)",1,137,1,1
509,"(5,3)",1,138,1,1
513,"(5,3)",1,139,1,1
517,"(5,3)",1,140,1,1
521,"(5,3)",1,141,1,1
525,"(5,3)",1,142,1,1
529,"(5,3)",1,143,1,1
537,"(5,3)",1,131,1,1
541,"(5,3)",1,130,1,1
545,"(5,3)",1,129,1,1
549,"(5,3)",1,128,1,1
553,"(5,3)",1,127,1,1
557,"(5,3)",1,126,1,1
561,"(5,3)",1,125,1,1
565,"(5,3)",1,124,1,1
569,"(5,3)",1,123,1,1
573,"(5,3)",1,122,1,1
577,"(5,3)",1,121,1,1
585,"(5,3)",1,109,1,1
589,"(5,3)",1,110,1,1
593,"(5,3)",1,111,1,1
597,"(5,3)",1,112,1,1
601,"(5,3)",1,113,1,1
605,"(5,3)",1,114,1,1
609,"(5,3)",1,115,1,1
613,"(5,3)",1,116,1,1
617,"(5,3)",1,117,1,1
621,"(5,3)",1,118,1,1
625,"(5,3)",1,119,1,1
633,"(5,3)",1,107,1,1
637,"(5,3)",1,106,1,1
641,"(5,3)",1,105,1,1
645,"(5,3)",1,104,1,1
649,"(5,3)",1,103,1,1
653,"(5,3)",1,102,1,1
657,"(5,3)",1,101,1,1
661,"(5,3)",1,100,1,1
665,"(5,3)",1,99,1,1
669,"(5,3)",1,98,1,1
673,"(5,3)",1,97,1,1
681,"(5,3)",1,85,1,1
685,"(5,3)",1,86,1,1
689,"(5,3)",1,87,1,1
693,"(5,3)",1,88,1,1
697,"(5,3)",1,89,1,1
701,"(5,3)",1,90,1,1
705,"(5,3)",1,91,1,1
709,"(5,3)",1,92,1,1
713,"(5,3)",1,93,1,1
717,"(5,3)",1,94,1,1
721,"(5,3)",1,95,1,1
729,"(5,3)",1,83,1,1
733,"(5,3)",1,82,1,1
737,"(5,3)",1,81,1,1
741,"(5,3)",1,80,1,1
745,"(5,3)",1,79,1,1
749,"(5,3)",1,78,1,1
753,"(5,3)",1,77,1,1
757,"(5,3)",1,76,1,1
761,"(5,3)",1,75,1,1
765,"(5,3)",1,74,1,1
769,"(5,3)",1,73,1,1
777,"(5,3)",1,61,1,1
781,"(5,3)",1,62,1,1
785,"(5,3)",1,63,1,1
789,"(5,3)",1,64,1,1
793,"(5,3)",1,65,1,1
797,"(5,3)",1,66,1,1
801,"(5,3)",1,67,1,1
805,"(5,3)",1,68,1,1
809,"(5,3)",1,69,1,1
813,"(5,3)",1,70,1,1
817,"(5,3)",1,71,1,1
825,"(5,3)",1,59,1,1
829,"(5,3)",1,58,1,1
833,"(5,3)",1,57,1,1
837,"(5,3)",1,56,1,1
841,"(5,3)",1,55,1,1
845,"(5,3)",1,54,1,1
849,"(5,3)",1,53,1,1
853,"(5,3)",1,52,1,1
857,"(5,3)",1,51,1,1
861,"(5,3)",1,50,1,1
865,"(5,3)",1,49,1,1
873,"(5,3)",1,37,1,1
877,"(5,3)",1,38,1,1
881,"(5,3)",1,39,1,1
885,"(5,3)",1,40,1,0
1,"(6,3)",0,—,0,1
5,"(6,3)",1,43,1,1
9,"(6,3)",1,44,1,1
13,"(6,3)",1,45,1,1
17,"(6,3)",1,46,1,1
21,"(6,3)",1,47,1,1
29,"(6,3)",1,35,1,1
33,"(6,3)",1,34,1,1
37,"(6,3)",1,33,1,1
41,"(6,3)",1,32,1,1
45,"(6,3)",1,31,1,1
49,"(6,3)",1,30,1,1
53,"(6,3)",1,29,1,1
57,"(6,3)",1,28,1,1
61,"(6,3)",1,27,1,1
65,"(6,3)",1,26,1,1
69,"(6,3)",1,25,1,1
77,"(6,3)",1,13,1,1
81,"(6,3)",1,14,1,1
85,"(6,3)",1,15,1,1
89,"(6,3)",1,16,1,1
93,"(6,3)",1,17,1,1
97,"(6,3)",1,18,1,1
101,"(6,3)",1,19,1,1
105,"(6,3)",1,20,1,1
109,"(6,3)",1,21,1,1
113,"(6,3)",1,22,1,1
117,"(6,3)",1,23,1,1
125,"(6,3)",1,11,1,1
129,"(6,3)",1,10,1,1
133,"(6,3)",1,9,1,1
137,"(6,3)",1,8,1,1
141,"(6,3)",1,7,1,1
145,"(6,3)",1,6,1,1
149,"(6,3)",1,5,1,1
153,"(6,3)",1,4,1,1
157,"(6,3)",1,3,1,1
161,"(6,3)",1,2,1,1
165,"(6,3)",1,1,1,1
169,"(6,3)",1,0,1,1
177,"(6,3)",1,12,1,1
185,"(6,3)",1,24,1,1
193,"(6,3)",1,36,1,1
201,"(6,3)",1,48,1,1
209,"(6,3)",1,60,1,1
217,"(6,3)",1,72,1,1
225,"(6,3)",1,84,1,1
233,"(6,3)",1,96,1,1
241,"(6,3)",1,108,1,1
249,"(6,3)",1,120,1,1
257,"(6,3)",1,132,1,1
265,"(6,3)",1,144,1,1
273,"(6,3)",1,156,1,1
281,"(6,3)",1,168,1,1
289,"(6,3)",1,180,1,1
293,"(6,3)",1,181,1,1
297,"(6,3)",1,182,1,1
301,"(6,3)",1,183,1,1
305,"(6,3)",1,184,1,1
309,"(6,3)",1,185,1,1
313,"(6,3)",1,186,1,1
317,"(6,3)",1,187,1,1
321,"(6,3)",1,188,1,1
325,"(6,3)",1,189,1,1
329,"(6,3)",1,190,1,1
333,"(6,3)",1,191,1,1
341,"(6,3)",1,179,1,1
345,"(6,3)",1,178,1,1
349,"(6,3)",1,177,1,1
353,"(6,3)",1,176,1,1
357,"(6,3)",1,175,1,1
361,"(6,3)",1,174,1,1
365,"(6,3)",1,173,1,1
369,"(6,3)",1,172,1,1
373,"(6,3)",1,171,1,1
377,"(6,3)",1,170,1,1
381,"(6,3)",1,169,1,1
389,"(6,3)",1,157,1,1
393,"(6,3)",1,158,1,1
397,"(6,3)",1,159,1,1
401,"(6,3)",1,160,1,1
405,"(6,3)",1,161,1,1
409,"(6,3)",1,162,1,1
413,"(6,3)",1,163,1,1
417,"(6,3)",1,164,1,1
421,"(6,3)",1,165,1,1
425,"(6,3)",1,166,1,1
429,"(6,3)",1,167,1,1
437,"(6,3)",1,155,1,1
441,"(6,3)",1,154,1,1
445,"(6,3)",1,153,1,1
449,"(6,3)",1,152,1,1
453,"(6,3)",1,151,1,1
457,"(6,3)",1,150,1,1
461,"(6,3)",1,149,1,1
465,"(6,3)",1,148,1,1
469,"(6,3)",1,147,1,1
473,"(6,3)",1,146,1,1
477,"(6,3)",1,145,1,1
485,"(6,3)",1,133,1,1
489,"(6,3)",1,134,1,1
493,"(6,3)",1,135,1,1
497,"(6,3)",1,136,1,1
501,"(6,3)",1,137,1,1
505,"(6,3)",1,138,1,1
509,"(6,3)",1,139,1,1
513,"(6,3)",1,140,1,1
517,"(6,3)",1,141,1,1
521,"(6,3)",1,142,1,1
525,"(6,3)",1,143,1,1
533,"(6,3)",1,131,1,1
537,"(6,3)",1,130,1,1
541,"(6,3)",1,129,1,1
545,"(6,3)",1,128,1,1
549,"(6,3)",1,127,1,1
553,"(6,3)",1,126,1,1
557,"(6,3)",1,125,1,1
561,"(6,3)",1,124,1,1
565,"(6,3)",1,123,1,1
569,"(6,3)",1,122,1,1
573,"(6,3)",1,121,1,1
581,"(6,3)",1,109,1,1
585,"(6,3)",1,110,1,1
589,"(6,3)",1,111,1,1
593,"(6,3)",1,112,1,1
597,"(6,3)",1,113,1,1
601,"(6,3)",1,114,1,1
605,"(6,3)",1,115,1,1
609,"(6,3)",1,116,1,1
613,"(6,3)",1,117,1,1
617,"(6,3)",1,118,1,1
621,"(6,3)",1,119,1,1
629,"(6,3)",1,107,1,1
633,"(6,3)",1,106,1,1
637,"(6,3)",1,105,1,1
641,"(6,3)",1,104,1,1
645,"(6,3)",1,103,1,1
649,"(6,3)",1,102,1,1
653,"(6,3)",1,101,1,1
657,"(6,3)",1,100,1,1
661,"(6,3)",1,99,1,1
665,"(6,3)",1,98,1,1
669,"(6,3)",1,97,1,1
677,"(6,3)",1,85,1,1
681,"(6,3)",1,86,1,1
685,"(6,3)",1,87,1,1
689,"(6,3)",1,88,1,1
693,"(6,3)",1,89,1,1
697,"(6,3)",1,90,1,1
701,"(6,3)",1,91,1,1
705,"(6,3)",1,92,1,1
709,"(6,3)",1,93,1,1
713,"(6,3)",1,94,1,1
717,"(6,3)",1,95,1,1
725,"(6,3)",1,83,1,1
729,"(6,3)",1,82,1,1
733,"(6,3)",1,81,1,1
737,"(6,3)",1,80,1,1
741,"(6,3)",1,79,1,1
745,"(6,3)",1,78,1,1
749,"(6,3)",1,77,1,1
753,"(6,3)",1,76,1,1
757,"(6,3)",1,75,1,1
761,"(6,3)",1,74,1,1
765,"(6,3)",1,73,1,1
773,"(6,3)",1,61,1,1
777,"(6,3)",1,62,1,1
781,"(6,3)",1,63,1,1
785,"(6,3)",1,64,1,1
789,"(6,3)",1,65,1,1
793,"(6,3)",1,66,1,1
797,"(6,3)",1,67,1,1
801,"(6,3)",1,68,1,1
805,"(6,3)",1,69,1,1
809,"(6,3)",1,70,1,1
813,"(6,3)",1,71,1,1
821,"(6,3)",1,59,1,1
825,"(6,3)",1,58,1,1
829,"(6,3)",1,57,1,1
833,"(6,3)",1,56,1,1
837,"(6,3)",1,55,1,1
841,"(6,3)",1,54,1,1
845,"(6,3)",1,53,1,1
849,"(6,3)",1,52,1,1
853,"(6,3)",1,51,1,1
857,"(6,3)",1,50,1,1
861,"(6,3)",1,49,1,1
869,"(6,3)",1,37,1,1
873,"(6,3)",1,38,1,1
877,"(6,3)",1,39,1,1
881,"(6,3)",1,40,1,1
885,"(6,3)",1,41,1,0
1,"(7,3)",0,—,0,1
5,"(7,3)",1,44,1,1
9,"(7,3)",1,45,1,1
13,"(7,3)",1,46,1,1
17,"(7,3)",1,47,1,1
25,"(7,3)",1,35,1,1
29,"(7,3)",1,34,1,1
33,"(7,3)",1,33,1,1
37,"(7,3)",1,32,1,1
41,"(7,3)",1,31,1,1
45,"(7,3)",1,30,1,1
49,"(7,3)",1,29,1,1
53,"(7,3)",1,28,1,1
57,"(7,3)",1,27,1,1
61,"(7,3)",1,26,1,1
65,"(7,3)",1,25,1,1
73,"(7,3)",1,13,1,1
77,"(7,3)",1,14,1,1
81,"(7,3)",1,15,1,1
85,"(7,3)",1,16,1,1
89,"(7,3)",1,17,1,1
93,"(7,3)",1,18,1,1
97,"(7,3)",1,19,1,1
101,"(7,3)",1,20,1,1
105,"(7,3)",1,21,1,1
109,"(7,3)",1,22,1,1
113,"(7,3)",1,23,1,1
121,"(7,3)",1,11,1,1
125,"(7,3)",1,10,1,1
129,"(7,3)",1,9,1,1
133,"(7,3)",1,8,1,1
137,"(7,3)",1,7,1,1
141,"(7,3)",1,6,1,1
145,"(7,3)",1,5,1,1
149,"(7,3)",1,4,1,1
153,"(7,3)",1,3,1,1
157,"(7,3)",1,2,1,1
161,"(7,3)",1,1,1,1
165,"(7,3)",1,0,1,1
173,"(7,3)",1,12,1,1
181,"(7,3)",1,24,1,1
189,"(7,3)",1,36,1,1
197,"(7,3)",1,48,1,1
205,"(7,3)",1,60,1,1
213,"(7,3)",1,72,1,1
221,"(7,3)",1,84,1,1
229,"(7,3)",1,96,1,1
237,"(7,3)",1,108,1,1
245,"(7,3)",1,120,1,1
253,"(7,3)",1,132,1,1
261,"(7,3)",1,144,1,1
269,"(7,3)",1,156,1,1
277,"(7,3)",1,168,1,1
285,"(7,3)",1,180,1,1
289,"(7,3)",1,181,1,1
293,"(7,3)",1,182,1,1
297,"(7,3)",1,183,1,1
301,"(7,3)",1,184,1,1
305,"(7,3)",1,185,1,1
309,"(7,3)",1,186,1,1
313,"(7,3)",1,187,1,1
317,"(7,3)",1,188,1,1
321,"(7,3)",1,189,1,1
325,"(7,3)",1,190,1,1
329,"(7,3)",1,191,1,1
337,"(7,3)",1,179,1,1
341,"(7,3)",1,178,1,1
345,"(7,3)",1,177,1,1
349,"(7,3)",1,176,1,1
353,"(7,3)",1,175,1,1
357,"(7,3)",1,174,1,1
361,"(7,3)",1,173,1,1
365,"(7,3)",1,172,1,1
369,"(7,3)",1,171,1,1
373,"(7,3)",1,170,1,1
377,"(7,3)",1,169,1,1
385,"(7,3)",1,157,1,1
389,"(7,3)",1,158,1,1
393,"(7,3)",1,159,1,1
397,"(7,3)",1,160,1,1
401,"(7,3)",1,161,1,1
405,"(7,3)",1,162,1,1
409,"(7,3)",1,163,1,1
413,"(7,3)",1,164,1,1
417,"(7,3)",1,165,1,1
421,"(7,3)",1,166,1,1
425,"(7,3)",1,167,1,1
433,"(7,3)",1,155,1,1
437,"(7,3)",1,154,1,1
441,"(7,3)",1,153,1,1
445,"(7,3)",1,152,1,1
449,"(7,3)",1,151,1,1
453,"(7,3)",1,150,1,1
457,"(7,3)",1,149,1,1
461,"(7,3)",1,148,1,1
465,"(7,3)",1,147,1,1
469,"(7,3)",1,146,1,1
473,"(7,3)",1,145,1,1
481,"(7,3)",1,133,1,1
485,"(7,3)",1,134,1,1
489,"(7,3)",1,135,1,1
493,"(7,3)",1,136,1,1
497,"(7,3)",1,137,1,1
501,"(7,3)",1,138,1,1
505,"(7,3)",1,139,1,1
509,"(7,3)",1,140,1,1
513,"(7,3)",1,141,1,1
517,"(7,3)",1,142,1,1
521,"(7,3)",1,143,1,1
529,"(7,3)",1,131,1,1
533,"(7,3)",1,130,1,1
537,"(7,3)",1,129,1,1
541,"(7,3)",1,128,1,1
545,"(7,3)",1,127,1,1
549,"(7,3)",1,126,1,1
553,"(7,3)",1,125,1,1
557,"(7,3)",1,124,1,1
561,"(7,3)",1,123,1,1
565,"(7,3)",1,122,1,1
569,"(7,3)",1,121,1,1
577,"(7,3)",1,109,1,1
581,"(7,3)",1,110,1,1
585,"(7,3)",1,111,1,1
589,"(7,3)",1,112,1,1
593,"(7,3)",1,113,1,1
597,"(7,3)",1,114,1,1
601,"(7,3)",1,115,1,1
605,"(7,3)",1,116,1,1
609,"(7,3)",1,117,1,1
613,"(7,3)",1,118,1,1
617,"(7,3)",1,119,1,1
625,"(7,3)",1,107,1,1
629,"(7,3)",1,106,1,1
633,"(7,3)",1,105,1,1
637,"(7,3)",1,104,1,1
641,"(7,3)",1,103,1,1
645,"(7,3)",1,102,1,1
649,"(7,3)",1,101,1,1
653,"(7,3)",1,100,1,1
657,"(7,3)",1,99,1,1
661,"(7,3)",1,98,1,1
665,"(7,3)",1,97,1,1
673,"(7,3)",1,85,1,1
677,"(7,3)",1,86,1,1
681,"(7,3)",1,87,1,1
685,"(7,3)",1,88,1,1
689,"(7,3)",1,89,1,1
693,"(7,3)",1,90,1,1
697,"(7,3)",1,91,1,1
701,"(7,3)",1,92,1,1
705,"(7,3)",1,93,1,1
709,"(7,3)",1,94,1,1
713,"(7,3)",1,95,1,1
721,"(7,3)",1,83,1,1
725,"(7,3)",1,82,1,1
729,"(7,3)",1,81,1,1
733,"(7,3)",1,80,1,1
737,"(7,3)",1,79,1,1
741,"(7,3)",1,78,1,1
745,"(7,3)",1,77,1,1
749,"(7,3)",1,76,1,1
753,"(7,3)",1,75,1,1
757,"(7,3)",1,74,1,1
761,"(7,3)",1,73,1,1
769,"(7,3)",1,61,1,1
773,"(7,3)",1,62,1,1
777,"(7,3)",1,63,1,1
781,"(7,3)",1,64,1,1
785,"(7,3)",1,65,1,1
789,"(7,3)",1,66,1,1
793,"(7,3)",1,67,1,1
797,"(7,3)",1,68,1,1
801,"(7,3)",1,69,1,1
805,"(7,3)",1,70,1,1
809,"(7,3)",1,71,1,1
817,"(7,3)",1,59,1,1
821,"(7,3)",1,58,1,1
825,"(7,3)",1,57,1,1
829,"(7,3)",1,56,1,1
833,"(7,3)",1,55,1,1
837,"(7,3)",1,54,1,1
841,"(7,3)",1,53,1,1
845,"(7,3)",1,52,1,1
849,"(7,3)",1,51,1,1
853,"(7,3)",1,50,1,1
857,"(7,3)",1,49,1,1
865,"(7,3)",1,37,1,1
869,"(7,3)",1,38,1,1
873,"(7,3)",1,39,1,1
877,"(7,3)",1,40,1,1
881,"(7,3)",1,41,1,1
885,"(7,3)",1,42,1,0
1,"(8,3)",0,—,0,1
5,"(8,3)",1,45,1,1
9,"(8,3)",1,46,1,1
13,"(8,3)",1,47,1,1
21,"(8,3)",1,35,1,1
25,"(8,3)",1,34,1,1
29,"(8,3)",1,33,1,1
33,"(8,3)",1,32,1,1
37,"(8,3)",1,31,1,1
41,"(8,3)",1,30,1,1
45,"(8,3)",1,29,1,1
49,"(8,3)",1,28,1,1
53,"(8,3)",1,27,1,1
57,"(8,3)",1,26,1,1
61,"(8,3)",1,25,1,1
69,"(8,3)",1,13,1,1
73,"(8,3)",1,14,1,1
77,"(8,3)",1,15,1,1
81,"(8,3)",1,16,1,1
85,"(8,3)",1,17,1,1
89,"(8,3)",1,18,1,1
93,"(8,3)",1,19,1,1
97,"(8,3)",1,20,1,1
101,"(8,3)",1,21,1,1
105,"(8,3)",1,22,1,1
109,"(8,3)",1,23,1,1
117,"(8,3)",1,11,1,1
121,"(8,3)",1,10,1,1
125,"(8,3)",1,9,1,1
129,"(8,3)",1,8,1,1
133,"(8,3)",1,7,1,1
137,"(8,3)",1,6,1,1
141,"(8,3)",1,5,1,1
145,"(8,3)",1,4,1,1
149,"(8,3)",1,3,1,1
153,"(8,3)",1,2,1,1
157,"(8,3)",1,1,1,1
161,"(8,3)",1,0,1,1
169,"(8,3)",1,12,1,1
177,"(8,3)",1,24,1,1
185,"(8,3)",1,36,1,1
193,"(8,3)",1,48,1,1
201,"(8,3)",1,60,1,1
209,"(8,3)",1,72,1,1
217,"(8,3)",1,84,1,1
225,"(8,3)",1,96,1,1
233,"(8,3)",1,108,1,1
241,"(8,3)",1,120,1,1
249,"(8,3)",1,132,1,1
257,"(8,3)",1,144,1,1
265,"(8,3)",1,156,1,1
273,"(8,3)",1,168,1,1
281,"(8,3)",1,180,1,1
285,"(8,3)",1,181,1,1
289,"(8,3)",1,182,1,1
293,"(8,3)",1,183,1,1
297,"(8,3)",1,184,1,1
301,"(8,3)",1,185,1,1
305,"(8,3)",1,186,1,1
309,"(8,3)",1,187,1,1
313,"(8,3)",1,188,1,1
317,"(8,3)",1,189,1,1
321,"(8,3)",1,190,1,1
325,"(8,3)",1,191,1,1
333,"(8,3)",1,179,1,1
337,"(8,3)",1,178,1,1
341,"(8,3)",1,177,1,1
345,"(8,3)",1,176,1,1
349,"(8,3)",1,175,1,1
353,"(8,3)",1,174,1,1
357,"(8,3)",1,173,1,1
361,"(8,3)",1,172,1,1
365,"(8,3)",1,171,1,1
369,"(8,3)",1,170,1,1
373,"(8,3)",1,169,1,1
381,"(8,3)",1,157,1,1
385,"(8,3)",1,158,1,1
389,"(8,3)",1,159,1,1
393,"(8,3)",1,160,1,1
397,"(8,3)",1,161,1,1
401,"(8,3)",1,162,1,1
405,"(8,3)",1,163,1,1
409,"(8,3)",1,164,1,1
413,"(8,3)",1,165,1,1
417,"(8,3)",1,166,1,1
421,"(8,3)",1,167,1,1
429,"(8,3)",1,155,1,1
433,"(8,3)",1,154,1,1
437,"(8,3)",1,153,1,1
441,"(8,3)",1,152,1,1
445,"(8,3)",1,151,1,1
449,"(8,3)",1,150,1,1
453,"(8,3)",1,149,1,1
457,"(8,3)",1,148,1,1
461,"(8,3)",1,147,1,1
465,"(8,3)",1,146,1,1
469,"(8,3)",1,145,1,1
477,"(8,3)",1,133,1,1
481,"(8,3)",1,134,1,1
485,"(8,3)",1,135,1,1
489,"(8,3)",1,136,1,1
493,"(8,3)",1,137,1,1
497,"(8,3)",1,138,1,1
501,"(8,3)",1,139,1,1
505,"(8,3)",1,140,1,1
509,"(8,3)",1,141,1,1
513,"(8,3)",1,142,1,1
517,"(8,3)",1,143,1,1
525,"(8,3)",1,131,1,1
529,"(8,3)",1,130,1,1
533,"(8,3)",1,129,1,1
537,"(8,3)",1,128,1,1
541,"(8,3)",1,127,1,1
545,"(8,3)",1,126,1,1
549,"(8,3)",1,125,1,1
553,"(8,3)",1,124,1,1
557,"(8,3)",1,123,1,1
561,"(8,3)",1,122,1,1
565,"(8,3)",1,121,1,1
573,"(8,3)",1,109,1,1
577,"(8,3)",1,110,1,1
581,"(8,3)",1,111,1,1
585,"(8,3)",1,112,1,1
589,"(8,3)",1,113,1,1
593,"(8,3)",1,114,1,1
597,"(8,3)",1,115,1,1
601,"(8,3)",1,116,1,1
605,"(8,3)",1,117,1,1
609,"(8,3)",1,118,1,1
