cycle,router,eject,eject_sources,arrive,forward
153,"(4,0)",1,184,1,1
157,"(4,0)",1,185,1,1
161,"(4,0)",1,186,1,1
165,"(4,0)",1,187,1,1
169,"(4,0)",1,188,1,1
173,"(4,0)",1,189,1,1
177,"(4,0)",1,190,1,1
181,"(4,0)",1,191,1,1
189,"(4,0)",1,179,1,1
193,"(4,0)",1,178,1,1
197,"(4,0)",1,177,1,1
201,"(4,0)",1,176,1,1
205,"(4,0)",1,175,1,1
209,"(4,0)",1,174,1,1
213,"(4,0)",1,173,1,1
217,"(4,0)",1,172,1,1
221,"(4,0)",1,171,1,1
225,"(4,0)",1,170,1,1
229,"(4,0)",1,169,1,1
237,"(4,0)",1,157,1,1
241,"(4,0)",1,158,1,1
245,"(4,0)",1,159,1,1
249,"(4,0)",1,160,1,1
